"Gender","Age","City","Gov_Assistance","Education_Level","Physical_Activity","Breakfast_Frequency","Whole_Grain_Consumption","Dairy_Products_Consumption","Caffeine_Consumption","Fruits_Consumption","Vegetables_Consumption","Fish_Consumption","Food Security Score","Resilience Score","Stress Mindset Score","Mental Distress Score","FC"
"Female","18-22","Irbid","No","High School","1 time","Never","Never","5 times or more","5 times or more","3 times","Never","Never",6,20,7,43,"very low"
"Male","18-22","Aqaba","No","High School","6-7 times","2 times","2 times","4 times","1 time","Never","5 times or more","4 times",8,28,26,30,"very low"
"Female","18-22","Aqaba","No","Graduate","None","Never","Never","5 times or more","5 times or more","Never","Never","Never",2,22,9,32,"low"
"Female","40-49","Irbid","No","Undergraduate","5 times","5 times","4 times","4 times","5 times or more","4 times","5 times or more","3 times",0,29,15,25,"high"
"Prefer not to say","50 and older","Irbid","Yes","Graduate","None","Never","Never","Never","5 times or more","Never","Never","Never",0,30,30,38,"high"
"Female","18-22","Ajlun","Yes","Undergraduate","1 time","5 times","Never","1 time","1 time","5 times or more","2 times","Never",6,21,5,23,"very low"
"Female","18-22","Ajlun","Yes","High School","1 time","6 or 7 times","Never","3 times","5 times or more","3 times","1 time","Never",7,20,11,33,"very low"
"Female","18-22","Aqaba","Yes","High School","4 times","5 times","3 times","3 times","3 times","3 times","Never","Never",3,24,19,30,"low"
"Female","18-22","Aqaba","No","Undergraduate","6-7 times","6 or 7 times","5 times or more","5 times or more","2 times","3 times","4 times","4 times",7,23,14,32,"very low"
"Female","40-49","Aqaba","Yes","Undergraduate","1 time","1 time","Never","3 times","5 times or more","1 time","2 times","Never",8,18,9,34,"very low"
"Prefer not to say","18-22","Aqaba","Yes","Undergraduate","3 times","1 time","1 time","5 times or more","2 times","3 times","4 times","1 time",3,15,12,36,"low"
"Female","18-22","Aqaba","No","High School","1 time","Never","Never","5 times or more","5 times or more","1 time","1 time","Never",0,15,8,33,"high"
"Female","18-22","Aqaba","No","Undergraduate","3 times","3 times","1 time","5 times or more","5 times or more","5 times or more","2 times","Never",2,17,11,31,"low"
"Female","18-22","Aqaba","No","Undergraduate","3 times","6 or 7 times","1 time","3 times","4 times","3 times","4 times","Never",0,28,16,27,"high"
"Female","18-22","Aqaba","No","Graduate","None","2 times","3 times","1 time","5 times or more","3 times","1 time","Never",5,26,10,27,"very low"
"Female","18-22","Aqaba","Yes","High School","2 times","3 times","1 time","3 times","2 times","3 times","3 times","1 time",0,17,13,24,"high"
"Male","18-22","Aqaba","No","High School","5 times","6 or 7 times","1 time","5 times or more","5 times or more","Never","Never","Never",6,16,13,33,"very low"
"Male","18-22","Aqaba","No","Undergraduate","3 times","6 or 7 times","4 times","5 times or more","5 times or more","3 times","3 times","2 times",4,16,17,37,"low"
"Female","30-39","Aqaba","Yes","High School","6-7 times","4 times","Never","3 times","5 times or more","5 times or more","4 times","Never",8,18,8,40,"very low"
"Female","18-22","Aqaba","No","High School","6-7 times","3 times","1 time","5 times or more","Never","5 times or more","Never","Never",6,23,2,43,"very low"
"Female","40-49","Aqaba","No","Undergraduate","None","6 or 7 times","2 times","4 times","5 times or more","5 times or more","4 times","Never",0,26,6,29,"high"
"Male","50 and older","Aqaba","No","High School","6-7 times","2 times","2 times","3 times","5 times or more","3 times","4 times","2 times",0,20,16,25,"high"
"Male","50 and older","Aqaba","Yes","Undergraduate","2 times","6 or 7 times","2 times","3 times","2 times","2 times","3 times","Never",0,24,19,24,"high"
"Female","50 and older","Aqaba","No","High School","None","3 times","1 time","5 times or more","5 times or more","3 times","3 times","3 times",0,23,8,22,"high"
"Female","18-22","Aqaba","Yes","Undergraduate","5 times","6 or 7 times","Never","5 times or more","5 times or more","4 times","1 time","Never",0,22,12,29,"high"
"Female","50 and older","Aqaba","Yes","Undergraduate","1 time","4 times","Never","5 times or more","5 times or more","3 times","2 times","1 time",2,14,8,30,"low"
"Male","18-22","Aqaba","Yes","High School","3 times","2 times","1 time","5 times or more","5 times or more","Never","Never","Never",5,9,4,44,"very low"
"Female","50 and older","Aqaba","No","High School","1 time","3 times","3 times","3 times","3 times","3 times","3 times","3 times",0,18,16,30,"high"
"Male","30-39","Aqaba","Yes","High School","None","6 or 7 times","Never","5 times or more","5 times or more","1 time","Never","1 time",0,26,19,23,"high"
"Female","30-39","Aqaba","No","High School","None","Never","Never","5 times or more","5 times or more","3 times","1 time","1 time",0,14,9,33,"high"
"Female","40-49","Aqaba","No","High School","3 times","6 or 7 times","4 times","4 times","3 times","3 times","3 times","1 time",0,20,12,28,"high"
"Female","50 and older","Aqaba","No","Undergraduate","4 times","3 times","3 times","4 times","2 times","5 times or more","5 times or more","2 times",0,21,19,21,"high"
"Prefer not to say","18-22","Aqaba","No","Undergraduate","None","5 times","3 times","5 times or more","2 times","2 times","2 times","Never",4,18,13,33,"low"
"Female","50 and older","Aqaba","No","Undergraduate","None","6 or 7 times","5 times or more","5 times or more","5 times or more","4 times","4 times","1 time",0,18,12,32,"high"
"Female","50 and older","Aqaba","No","High School","1 time","2 times","2 times","2 times","5 times or more","Never","Never","Never",0,18,14,30,"high"
"Female","50 and older","Aqaba","No","High School","6-7 times","5 times","Never","4 times","Never","3 times","2 times","1 time",1,20,14,35,"high"
"Female","50 and older","Aqaba","Yes","High School","None","6 or 7 times","Never","5 times or more","5 times or more","4 times","1 time","Never",6,11,12,37,"very low"
"Female","18-22","Aqaba","No","Undergraduate","2 times","Never","1 time","4 times","3 times","2 times","Never","1 time",6,14,4,43,"very low"
"Female","40-49","Aqaba","No","Graduate","6-7 times","6 or 7 times","4 times","1 time","5 times or more","2 times","5 times or more","5 times or more",0,27,0,25,"high"
"Female","50 and older","Aqaba","No","High School","3 times","1 time","2 times","5 times or more","5 times or more","3 times","3 times","2 times",1,17,10,29,"high"
"Female","50 and older","Aqaba","No","Undergraduate","6-7 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","5 times or more","Never",0,27,13,30,"high"
"Female","18-22","Aqaba","No","High School","3 times","3 times","5 times or more","5 times or more","5 times or more","2 times","5 times or more","3 times",6,20,5,23,"very low"
"Prefer not to say","18-22","Aqaba","No","Undergraduate","1 time","3 times","2 times","5 times or more","3 times","5 times or more","5 times or more","Never",1,15,11,42,"high"
"Female","40-49","Aqaba","No","High School","6-7 times","6 or 7 times","Never","5 times or more","5 times or more","5 times or more","5 times or more","Never",0,29,12,29,"high"
"Male","50 and older","Aqaba","No","High School","6-7 times","4 times","1 time","5 times or more","5 times or more","3 times","Never","Never",0,26,19,26,"high"
"Female","50 and older","Aqaba","Yes","High School","3 times","2 times","1 time","2 times","5 times or more","2 times","3 times","Never",5,18,15,28,"very low"
"Female","18-22","Aqaba","Yes","Undergraduate","4 times","6 or 7 times","1 time","5 times or more","5 times or more","4 times","2 times","3 times",1,20,9,27,"high"
"Male","18-22","Aqaba","Yes","High School","5 times","2 times","5 times or more","5 times or more","5 times or more","2 times","2 times","2 times",0,19,17,25,"high"
"Female","50 and older","Aqaba","No","High School","2 times","2 times","2 times","3 times","5 times or more","5 times or more","1 time","1 time",0,17,14,30,"high"
"Female","30-39","Aqaba","No","Graduate","2 times","6 or 7 times","4 times","5 times or more","1 time","3 times","2 times","2 times",0,20,18,26,"high"
"Female","18-22","Aqaba","No","Undergraduate","4 times","4 times","Never","5 times or more","5 times or more","Never","3 times","1 time",0,18,15,30,"high"
"Male","18-22","Aqaba","No","High School","3 times","6 or 7 times","3 times","Never","5 times or more","2 times","1 time","Never",4,19,9,30,"low"
"Prefer not to say","18-22","Aqaba","Yes","High School","3 times","1 time","2 times","2 times","4 times","2 times","3 times","Never",5,21,16,30,"very low"
"Male","18-22","Aqaba","No","High School","5 times","5 times","3 times","4 times","2 times","2 times","2 times","2 times",3,9,7,35,"low"
"Female","18-22","Aqaba","No","Graduate","3 times","5 times","5 times or more","5 times or more","5 times or more","5 times or more","2 times","Never",7,6,7,37,"very low"
"Female","18-22","Aqaba","No","High School","None","6 or 7 times","Never","3 times","3 times","3 times","2 times","Never",0,24,20,30,"high"
"Male","18-22","Aqaba","No","High School","2 times","4 times","2 times","5 times or more","3 times","3 times","1 time","3 times",1,22,17,33,"high"
"Male","18-22","Aqaba","No","High School","6-7 times","3 times","5 times or more","4 times","5 times or more","2 times","2 times","1 time",0,17,22,35,"high"
"Female","18-22","Aqaba","Yes","High School","None","6 or 7 times","Never","1 time","5 times or more","3 times","2 times","Never",3,19,17,28,"low"
"Female","40-49","Aqaba","Yes","High School","2 times","6 or 7 times","2 times","5 times or more","5 times or more","3 times","2 times","Never",0,11,14,34,"high"
"Female","18-22","Aqaba","Yes","Undergraduate","4 times","3 times","1 time","5 times or more","5 times or more","3 times","4 times","1 time",6,10,6,37,"very low"
"Female","18-22","Aqaba","Yes","High School","1 time","6 or 7 times","5 times or more","3 times","3 times","5 times or more","5 times or more","5 times or more",0,21,14,27,"high"
"Female","18-22","Aqaba","No","High School","2 times","Never","2 times","3 times","2 times","5 times or more","5 times or more","1 time",6,17,16,37,"very low"
"Male","40-49","Aqaba","No","Undergraduate","2 times","6 or 7 times","5 times or more","3 times","5 times or more","4 times","5 times or more","1 time",0,23,20,30,"high"
"Prefer not to say","30-39","Aqaba","No","High School","None","6 or 7 times","3 times","5 times or more","5 times or more","3 times","2 times","1 time",7,6,6,39,"very low"
"Male","18-22","Aqaba","No","High School","4 times","1 time","Never","1 time","4 times","Never","2 times","Never",2,23,11,38,"low"
"Female","18-22","Aqaba","No","Undergraduate","4 times","4 times","3 times","3 times","5 times or more","5 times or more","5 times or more","2 times",0,22,4,34,"high"
"Female","18-22","Aqaba","Yes","Undergraduate","4 times","6 or 7 times","3 times","5 times or more","5 times or more","4 times","4 times","2 times",0,22,24,26,"high"
"Female","18-22","Aqaba","Yes","Undergraduate","2 times","6 or 7 times","3 times","5 times or more","5 times or more","5 times or more","1 time","3 times",0,9,23,43,"high"
"Female","40-49","Aqaba","No","Graduate","6-7 times","5 times","3 times","3 times","5 times or more","4 times","4 times","2 times",0,25,8,28,"high"
"Female","18-22","Aqaba","No","Graduate","3 times","5 times","5 times or more","4 times","2 times","4 times","2 times","1 time",0,21,7,29,"high"
"Female","18-22","Aqaba","Yes","Undergraduate","6-7 times","6 or 7 times","1 time","Never","1 time","5 times or more","2 times","1 time",0,13,14,34,"high"
"Female","18-22","Aqaba","No","High School","4 times","1 time","5 times or more","5 times or more","5 times or more","1 time","4 times","Never",1,20,14,39,"high"
"Male","30-39","Aqaba","No","Graduate","5 times","Never","3 times","4 times","5 times or more","5 times or more","5 times or more","2 times",0,14,15,35,"high"
"Female","18-22","Aqaba","No","High School","1 time","1 time","1 time","3 times","4 times","2 times","2 times","1 time",0,23,15,31,"high"
"Female","18-22","Aqaba","Yes","Undergraduate","1 time","2 times","1 time","4 times","1 time","4 times","1 time","1 time",1,7,2,42,"high"
"Female","18-22","Aqaba","No","High School","4 times","4 times","2 times","2 times","4 times","3 times","4 times","3 times",0,19,18,29,"high"
"Female","18-22","Aqaba","Yes","High School","2 times","6 or 7 times","4 times","3 times","5 times or more","3 times","3 times","3 times",4,21,11,36,"low"
"Female","18-22","Aqaba","No","High School","6-7 times","1 time","5 times or more","5 times or more","Never","2 times","5 times or more","Never",0,24,20,23,"high"
"Male","18-22","Aqaba","No","Undergraduate","6-7 times","2 times","5 times or more","2 times","Never","5 times or more","5 times or more","4 times",8,29,23,26,"very low"
"Female","18-22","Aqaba","No","High School","4 times","4 times","1 time","2 times","5 times or more","2 times","2 times","2 times",0,15,13,30,"high"
"Female","18-22","Aqaba","Yes","High School","3 times","4 times","3 times","5 times or more","5 times or more","4 times","3 times","Never",0,18,8,34,"high"
"Female","18-22","Aqaba","No","High School","6-7 times","6 or 7 times","1 time","5 times or more","5 times or more","4 times","3 times","1 time",6,22,3,28,"very low"
"Female","18-22","Aqaba","No","Undergraduate","None","3 times","2 times","5 times or more","5 times or more","1 time","2 times","3 times",7,10,15,44,"very low"
"Female","18-22","Aqaba","No","Undergraduate","5 times","6 or 7 times","2 times","4 times","5 times or more","4 times","3 times","Never",1,12,15,41,"high"
"Female","18-22","Aqaba","No","High School","3 times","6 or 7 times","5 times or more","2 times","3 times","5 times or more","5 times or more","1 time",0,12,16,35,"high"
"Female","18-22","Aqaba","Yes","High School","None","5 times","4 times","5 times or more","Never","5 times or more","Never","1 time",8,23,16,30,"very low"
"Female","18-22","Aqaba","No","Undergraduate","6-7 times","6 or 7 times","3 times","3 times","Never","Never","4 times","1 time",5,20,8,35,"very low"
"Male","18-22","Aqaba","No","Undergraduate","5 times","6 or 7 times","5 times or more","5 times or more","Never","5 times or more","4 times","1 time",0,22,21,29,"high"
"Female","18-22","Aqaba","No","High School","5 times","3 times","3 times","4 times","5 times or more","2 times","3 times","1 time",0,24,19,28,"high"
"Female","18-22","Aqaba","No","Undergraduate","3 times","2 times","1 time","4 times","1 time","1 time","Never","Never",0,21,23,28,"high"
"Female","23-29","Aqaba","No","Undergraduate","4 times","4 times","Never","2 times","4 times","5 times or more","4 times","2 times",0,22,11,31,"high"
"Female","18-22","Aqaba","No","High School","6-7 times","6 or 7 times","3 times","Never","Never","4 times","2 times","2 times",0,14,6,36,"high"
"Female","18-22","Aqaba","No","High School","2 times","5 times","2 times","Never","1 time","3 times","5 times or more","Never",4,18,19,33,"low"
"Male","18-22","Aqaba","No","High School","3 times","6 or 7 times","3 times","5 times or more","Never","2 times","3 times","Never",0,20,7,36,"high"
"Female","18-22","Aqaba","No","High School","5 times","6 or 7 times","5 times or more","5 times or more","3 times","5 times or more","3 times","Never",0,20,17,35,"high"
"Female","18-22","Aqaba","Yes","Undergraduate","6-7 times","3 times","4 times","3 times","4 times","4 times","5 times or more","Never",0,22,15,29,"high"
"Female","18-22","Aqaba","No","High School","4 times","4 times","1 time","4 times","3 times","2 times","3 times","Never",2,21,19,31,"low"
"Male","23-29","Aqaba","No","High School","2 times","4 times","Never","1 time","Never","2 times","3 times","1 time",3,30,23,21,"low"
"Female","18-22","Aqaba","No","Graduate","6-7 times","6 or 7 times","Never","3 times","2 times","5 times or more","5 times or more","3 times",1,25,18,28,"high"
"Female","18-22","Aqaba","No","Undergraduate","5 times","4 times","1 time","5 times or more","Never","4 times","4 times","1 time",1,25,13,30,"high"
"Female","18-22","Aqaba","No","High School","5 times","4 times","3 times","Never","5 times or more","4 times","3 times","Never",2,20,20,28,"low"
"Male","18-22","Aqaba","No","Undergraduate","1 time","6 or 7 times","5 times or more","5 times or more","5 times or more","3 times","Never","1 time",0,24,8,26,"high"
"Male","18-22","Aqaba","No","High School","6-7 times","Never","Never","3 times","Never","3 times","3 times","Never",0,25,23,22,"high"
"Male","23-29","Aqaba","No","Graduate","3 times","3 times","Never","5 times or more","Never","5 times or more","3 times","1 time",0,22,12,15,"high"
"Male","18-22","Aqaba","No","High School","5 times","6 or 7 times","1 time","5 times or more","1 time","4 times","3 times","Never",2,22,17,36,"low"
"Male","23-29","Aqaba","No","High School","None","3 times","5 times or more","4 times","4 times","5 times or more","2 times","1 time",1,22,8,25,"high"
"Male","18-22","Aqaba","No","High School","3 times","1 time","4 times","2 times","1 time","3 times","2 times","1 time",0,15,16,37,"high"
"Female","18-22","Aqaba","No","High School","3 times","1 time","3 times","2 times","5 times or more","5 times or more","3 times","3 times",0,23,17,29,"high"
"Male","23-29","Aqaba","No","Undergraduate","5 times","5 times","2 times","5 times or more","5 times or more","5 times or more","5 times or more","Never",4,23,16,46,"low"
"Female","23-29","Aqaba","Yes","Undergraduate","4 times","4 times","4 times","3 times","5 times or more","4 times","5 times or more","2 times",0,13,18,32,"high"
"Female","40-49","Aqaba","No","Graduate","2 times","3 times","3 times","1 time","5 times or more","5 times or more","5 times or more","3 times",0,25,11,27,"high"
"Female","23-29","Aqaba","No","Undergraduate","6-7 times","2 times","5 times or more","5 times or more","2 times","5 times or more","5 times or more","3 times",0,29,6,37,"high"
"Male","18-22","Aqaba","Yes","Undergraduate","6-7 times","4 times","4 times","4 times","5 times or more","4 times","4 times","2 times",0,21,16,31,"high"
"Male","18-22","Aqaba","No","Undergraduate","2 times","2 times","Never","4 times","1 time","Never","3 times","Never",0,30,1,20,"high"
"Female","18-22","Aqaba","No","High School","5 times","6 or 7 times","5 times or more","5 times or more","2 times","4 times","3 times","Never",2,22,15,34,"low"
"Male","23-29","Aqaba","Yes","High School","6-7 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","5 times or more","2 times",0,17,16,30,"high"
"Male","18-22","Aqaba","Yes","High School","6-7 times","6 or 7 times","Never","5 times or more","5 times or more","5 times or more","4 times","3 times",0,29,18,27,"high"
"Male","18-22","Aqaba","Yes","High School","6-7 times","3 times","Never","4 times","4 times","1 time","5 times or more","Never",5,20,18,29,"very low"
"Male","18-22","Aqaba","No","High School","6-7 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","2 times","Never",5,21,16,26,"very low"
"Female","18-22","Aqaba","No","Undergraduate","2 times","6 or 7 times","5 times or more","2 times","3 times","4 times","3 times","3 times",0,28,19,32,"high"
"Female","18-22","Aqaba","Yes","High School","2 times","1 time","Never","2 times","4 times","2 times","2 times","Never",1,14,11,34,"high"
"Female","18-22","Aqaba","No","High School","5 times","6 or 7 times","4 times","5 times or more","3 times","5 times or more","5 times or more","3 times",7,19,3,37,"very low"
"Female","18-22","Aqaba","No","Undergraduate","6-7 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","5 times or more","3 times",0,24,19,28,"high"
"Female","18-22","Aqaba","No","High School","6-7 times","5 times","5 times or more","5 times or more","5 times or more","5 times or more","5 times or more","Never",0,20,29,35,"high"
"Male","40-49","Aqaba","No","Undergraduate","3 times","6 or 7 times","5 times or more","3 times","5 times or more","4 times","5 times or more","3 times",0,18,11,29,"high"
"Male","18-22","Aqaba","No","High School","6-7 times","6 or 7 times","3 times","5 times or more","1 time","3 times","3 times","1 time",1,24,23,25,"high"
"Female","18-22","Aqaba","No","High School","4 times","1 time","2 times","2 times","5 times or more","4 times","4 times","Never",2,14,12,37,"low"
"Female","18-22","Aqaba","No","High School","2 times","2 times","4 times","5 times or more","5 times or more","4 times","5 times or more","2 times",5,12,5,36,"very low"
"Female","18-22","Aqaba","No","Undergraduate","None","Never","2 times","5 times or more","4 times","3 times","3 times","1 time",3,24,17,24,"low"
"Male","18-22","Aqaba","No","High School","6-7 times","3 times","4 times","5 times or more","5 times or more","3 times","3 times","Never",0,24,17,25,"high"
"Female","18-22","Aqaba","No","High School","3 times","3 times","Never","4 times","5 times or more","3 times","1 time","3 times",0,16,12,35,"high"
"Female","18-22","Aqaba","No","High School","5 times","3 times","5 times or more","5 times or more","3 times","4 times","4 times","2 times",4,23,14,27,"low"
"Female","18-22","Aqaba","No","High School","6-7 times","5 times","Never","5 times or more","5 times or more","Never","4 times","3 times",4,15,10,34,"low"
"Male","18-22","Aqaba","No","Undergraduate","6-7 times","5 times","5 times or more","5 times or more","5 times or more","1 time","3 times","1 time",5,22,10,32,"very low"
"Female","18-22","Aqaba","No","High School","6-7 times","Never","5 times or more","5 times or more","5 times or more","5 times or more","5 times or more","5 times or more",3,17,19,30,"low"
"Male","18-22","Aqaba","No","High School","3 times","6 or 7 times","5 times or more","5 times or more","1 time","5 times or more","5 times or more","3 times",0,28,21,22,"high"
"Female","18-22","Aqaba","No","High School","4 times","5 times","5 times or more","5 times or more","3 times","5 times or more","2 times","Never",0,25,13,32,"high"
"Male","18-22","Aqaba","Yes","High School","4 times","4 times","5 times or more","5 times or more","4 times","5 times or more","5 times or more","Never",2,23,22,30,"low"
"Male","18-22","Aqaba","No","Undergraduate","5 times","6 or 7 times","Never","5 times or more","3 times","1 time","3 times","1 time",0,16,8,22,"high"
"Female","18-22","Aqaba","No","High School","1 time","1 time","Never","2 times","5 times or more","Never","4 times","Never",1,16,15,32,"high"
"Male","18-22","Aqaba","Yes","High School","5 times","4 times","1 time","4 times","5 times or more","5 times or more","1 time","1 time",0,21,21,29,"high"
"Male","18-22","Aqaba","Yes","High School","6-7 times","3 times","3 times","3 times","5 times or more","2 times","1 time","Never",2,17,15,30,"low"
"Female","18-22","Aqaba","No","Undergraduate","6-7 times","6 or 7 times","4 times","Never","5 times or more","5 times or more","5 times or more","Never",0,29,25,25,"high"
"Female","18-22","Aqaba","No","High School","3 times","4 times","4 times","Never","Never","2 times","2 times","3 times",3,12,15,35,"low"
